Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
John Duren,22,PG,UTA,40,0.0,458,2.6,7.9,0.327,0.0,0.1,0.0,2.6,7.9,0.33,0.4,0.7,0.556,0.6,2.1,2.8,4.2,1.4,0.2,2.9,4.2,5.6,2.6,0.33799999999999997,0.01,0.08900000000000001,2.0,6.7,4.4,15.3,1.9,0.3,26.1,13.3,-1.1,0.2,-0.9,-0.099,-6.6,-0.9,-7.5,-0.6
Tony Fuller,22,SG,DET,15,0.0,248,3.5,9.6,0.364,0.0,0.1,0.0,3.5,9.4,0.369,1.7,2.3,0.75,1.9,4.2,6.1,4.1,1.5,0.1,3.3,3.6,8.7,6.9,0.41100000000000003,0.015,0.242,5.8,14.4,9.8,15.6,1.9,0.2,23.9,15.7,-0.4,0.3,-0.1,-0.021,-4.0,0.0,-4.0,-0.2
Calvin Garrett,24,SF,HOU,70,0.0,1638,4.1,9.1,0.45299999999999996,0.0,0.1,0.33299999999999996,4.1,9.1,0.45399999999999996,1.1,1.4,0.8059999999999999,1.9,3.9,5.8,2.9,1.1,0.2,2.0,3.7,9.4,8.8,0.483,0.006999999999999999,0.149,5.7,12.3,9.0,10.2,1.5,0.3,16.9,13.2,0.2,1.2,1.4,0.04,-2.2,-0.2,-2.3,-0.1
Mike Gminski,21,C,NJN,56,0.0,1579,6.6,15.7,0.423,0.0,0.0,0.0,6.6,15.7,0.424,3.5,4.6,0.767,3.1,6.4,9.6,1.6,1.2,2.3,2.9,2.9,16.8,14.5,0.474,0.001,0.294,9.6,20.6,15.0,6.6,1.6,3.6,14.1,22.7,-0.5,2.0,1.5,0.045,-1.6,-0.3,-1.8,0.1
Darrell Griffith,22,SG,UTA,81,0.0,2867,9.0,19.4,0.46399999999999997,0.1,0.7,0.192,8.9,18.7,0.473,2.9,4.0,0.716,1.0,2.6,3.6,2.4,1.3,0.5,2.9,2.7,21.0,14.7,0.496,0.034,0.207,3.2,8.3,5.8,11.4,1.8,0.8,12.1,28.8,-0.8,1.1,0.4,0.006,-1.0,-2.2,-3.2,-0.9
Bill Hanzlik,23,SF,SEA,74,0.0,1259,3.9,8.3,0.478,0.0,0.1,0.2,3.9,8.1,0.48200000000000004,3.4,4.3,0.7929999999999999,1.9,2.5,4.4,3.2,1.7,0.6,2.4,4.8,11.3,11.0,0.5579999999999999,0.017,0.519,6.0,7.3,6.7,12.0,2.2,0.9,19.1,14.2,1.1,1.3,2.4,0.091,-1.9,1.1,-0.7,0.4
Alan Hardy,23,SG,LAL,22,0.0,111,7.1,19.1,0.373,0.0,0.0,,7.1,19.1,0.373,2.3,3.2,0.7,2.6,3.6,6.2,1.0,0.3,2.9,3.6,4.2,16.5,7.5,0.402,0.0,0.16899999999999998,8.3,10.1,9.3,3.6,0.4,4.3,14.8,26.9,-0.3,0.1,-0.2,-0.07200000000000001,-5.1,-1.2,-6.3,-0.2
Mike Harper,23,PF,POR,55,0.0,461,4.4,10.6,0.41200000000000003,0.0,0.2,0.0,4.4,10.4,0.42100000000000004,2.9,6.6,0.435,2.2,5.1,7.3,1.3,1.8,1.6,2.5,5.7,11.6,8.4,0.43,0.022000000000000002,0.625,6.6,15.4,11.0,4.5,2.3,2.4,15.6,17.7,-0.6,0.6,0.1,0.006,-4.8,0.4,-4.4,-0.3
Cedrick Hordges,24,PF,DEN,68,0.0,1599,5.0,10.8,0.46,0.0,0.1,0.0,5.0,10.7,0.46299999999999997,2.9,4.2,0.6990000000000001,2.7,7.6,10.3,2.3,0.7,0.4,2.7,5.1,12.9,10.7,0.509,0.006,0.38799999999999996,7.5,22.1,14.6,8.0,0.9,0.6,17.6,15.8,0.5,1.0,1.5,0.044000000000000004,-2.3,-1.0,-3.3,-0.5
Tony Jackson,23,PG,LAL,2,0.0,14,2.6,7.7,0.33299999999999996,0.0,0.0,,2.6,7.7,0.33299999999999996,0.0,0.0,,0.0,5.1,5.1,5.1,5.1,0.0,0.0,2.6,5.1,12.9,0.33299999999999996,0.0,0.0,0.0,14.6,7.7,16.2,6.7,0.0,0.0,8.6,0.0,0.0,0.0,0.124,-4.3,0.6,-3.6,0.0
Reggie Johnson,23,PF,SAS,79,0.0,1716,7.1,14.3,0.499,0.0,0.0,0.0,7.1,14.3,0.499,2.7,4.0,0.6629999999999999,2.8,4.7,7.5,1.6,0.9,1.0,2.7,5.9,17.0,12.9,0.527,0.001,0.28300000000000003,8.8,13.7,11.4,6.5,1.2,1.5,14.5,20.7,1.4,1.6,3.0,0.085,-2.1,-1.1,-3.2,-0.5
Edgar Jones,24,PF,NJN,60,0.0,950,7.2,13.5,0.529,0.0,0.2,0.0,7.2,13.4,0.535,5.5,8.3,0.67,3.5,6.5,10.0,1.6,1.4,3.1,3.8,7.0,19.9,17.6,0.578,0.011000000000000001,0.611,10.7,20.8,15.6,6.7,1.7,4.8,18.2,23.0,0.9,1.4,2.3,0.11599999999999999,-1.5,1.2,-0.3,0.4
Walter Jordan,24,SF,CLE,30,0.0,207,5.0,13.0,0.387,0.0,0.0,,5.0,13.0,0.387,1.7,3.0,0.588,4.0,3.3,7.3,1.9,1.9,0.9,3.0,6.1,11.8,8.5,0.41200000000000003,0.0,0.22699999999999998,11.7,10.7,11.2,7.0,2.5,1.4,17.1,19.3,-0.3,0.2,-0.1,-0.021,-4.2,-0.3,-4.6,-0.2
Clarence Kea,21,PF,DAL,16,0.0,199,6.7,14.7,0.457,0.0,0.2,0.0,6.7,14.5,0.46299999999999997,7.8,11.2,0.6940000000000001,5.1,7.1,12.1,0.9,1.1,0.2,2.9,8.0,21.2,17.3,0.54,0.012,0.765,15.4,23.1,19.1,4.0,1.5,0.3,12.9,26.1,0.3,0.2,0.5,0.12,-1.7,-1.7,-3.4,-0.1
Wayne Kreklow,24,SG,BOS,25,0.0,100,4.0,16.9,0.23399999999999999,0.4,1.4,0.25,3.6,15.5,0.233,2.5,3.6,0.7,0.7,3.6,4.3,3.2,0.7,0.4,3.6,7.2,10.8,-1.9,0.292,0.085,0.213,2.4,10.9,6.8,11.3,1.0,0.6,16.3,25.0,-0.5,0.1,-0.3,-0.16699999999999998,-7.4,-1.3,-8.8,-0.3
Bill Laimbeer,23,C,CLE,81,0.0,2460,4.9,9.8,0.503,0.0,0.0,,4.9,9.8,0.503,1.7,2.2,0.765,3.9,6.2,10.1,3.2,0.8,1.1,1.9,4.9,11.6,14.2,0.536,0.0,0.228,11.4,20.2,15.6,11.5,1.1,1.8,15.2,14.2,3.4,2.0,5.4,0.10400000000000001,-0.3,0.3,0.0,1.3
Edmund Lawrence,28,C,DET,3,0.0,19,9.5,15.2,0.625,0.0,0.0,,9.5,15.2,0.625,3.8,7.6,0.5,3.8,3.8,7.6,1.9,1.9,0.0,1.9,11.4,22.7,19.4,0.615,0.0,0.5,11.6,13.0,12.2,9.5,2.5,0.0,9.3,22.9,0.1,0.0,0.1,0.201,-3.8,0.1,-3.7,0.0
Ronnie Lester,22,PG,CHI,8,0.0,83,4.3,10.4,0.41700000000000004,0.0,0.0,,4.3,10.4,0.41700000000000004,4.3,4.8,0.909,1.3,1.3,2.6,3.0,0.9,0.0,3.9,2.2,13.0,8.2,0.52,0.0,0.45799999999999996,4.3,3.9,4.1,11.2,1.1,0.0,23.8,18.6,0.0,0.0,0.0,0.008,-3.2,-0.9,-4.1,-0.1
Kyle Macy,23,PG,PHO,82,0.0,1469,6.7,13.0,0.511,0.3,1.2,0.235,6.4,11.8,0.541,2.6,2.9,0.899,1.1,2.2,3.2,3.9,1.9,0.1,2.3,2.9,16.2,14.5,0.5670000000000001,0.096,0.22399999999999998,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,2.3,2.2,4.5,0.14800000000000002,-0.2,1.1,0.8,1.1
Rick Mahorn,22,PF,WSB,52,0.0,696,5.7,11.3,0.507,0.0,0.0,,5.7,11.3,0.507,1.4,2.1,0.675,3.5,7.7,11.1,1.3,1.1,2.3,2.0,6.9,12.9,13.6,0.526,0.0,0.183,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,0.4,1.3,1.8,0.12300000000000001,-2.7,2.1,-0.6,0.2
Bill Mayfield,23,SF,GSW,7,0.0,54,5.3,12.0,0.444,0.0,0.0,,5.3,12.0,0.444,0.7,1.3,0.5,4.7,1.3,6.0,0.7,0.0,0.7,2.0,5.3,11.3,6.8,0.45,0.0,0.111,14.2,4.2,9.2,2.5,0.0,1.0,13.7,16.1,0.0,0.0,0.0,0.0,-3.6,-1.0,-4.6,-0.1
Keith McCord,23,SG,WSB,2,0.0,9,8.0,16.0,0.5,0.0,0.0,,8.0,16.0,0.5,0.0,0.0,,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,16.0,7.9,0.5,0.0,0.0,11.6,11.8,11.7,16.5,0.0,0.0,33.3,26.8,0.0,0.0,0.0,-0.136,-4.4,-0.2,-4.6,0.0
Kevin McHale*,23,PF,BOS,82,1.0,1645,7.8,14.6,0.5329999999999999,0.0,0.0,0.0,7.8,14.5,0.535,2.4,3.5,0.679,3.4,4.5,7.9,1.2,0.6,3.3,2.4,5.7,17.9,16.4,0.556,0.003,0.239,11.2,13.6,12.4,4.8,0.8,5.1,13.0,20.9,2.3,2.4,4.7,0.13699999999999998,-0.9,0.9,0.1,0.9
Johnny Moore,22,PG,SAS,82,0.0,1578,5.7,11.9,0.479,0.0,0.4,0.053,5.7,11.4,0.495,2.4,3.9,0.61,1.3,3.1,4.5,8.5,2.7,0.5,3.5,4.1,13.8,15.8,0.507,0.037000000000000005,0.331,4.2,9.1,6.8,31.8,3.5,0.7,20.5,18.9,1.2,2.0,3.2,0.099,0.2,1.0,1.2,1.3
Lowes Moore,23,PG,NJN,71,0.0,1406,5.4,12.2,0.444,0.1,0.7,0.14800000000000002,5.3,11.5,0.461,1.8,2.4,0.75,1.1,3.2,4.3,5.8,1.6,0.4,2.8,4.6,12.7,11.1,0.479,0.055999999999999994,0.192,3.4,10.3,6.7,22.3,2.0,0.7,17.2,17.6,0.0,1.1,1.1,0.037000000000000005,-2.2,0.2,-2.1,0.0
Kenny Natt,22,SG,IND,19,0.0,149,6.0,18.6,0.325,0.5,1.9,0.25,5.6,16.7,0.33299999999999996,1.7,2.7,0.636,2.2,1.4,3.6,2.4,1.2,0.2,2.4,4.3,14.3,5.2,0.36,0.10400000000000001,0.14300000000000002,6.4,4.5,5.5,9.4,1.6,0.4,10.9,24.7,-0.3,0.1,-0.2,-0.075,-5.1,-1.8,-6.9,-0.3
Mike Niles,25,SF,PHO,44,0.0,231,7.5,21.5,0.348,0.3,0.6,0.5,7.2,20.9,0.34299999999999997,2.6,5.8,0.45899999999999996,4.1,5.0,9.0,2.3,1.2,0.2,3.9,6.4,17.9,6.7,0.373,0.028999999999999998,0.268,12.6,15.0,13.8,9.3,1.6,0.2,13.9,30.3,-0.7,0.4,-0.3,-0.062,-6.7,-2.1,-8.8,-0.5
Mike O'Koren,22,SF,NJN,79,0.0,2473,5.3,10.9,0.486,0.1,0.3,0.278,5.2,10.7,0.491,2.0,3.1,0.637,2.6,4.4,7.0,3.7,1.3,0.4,2.1,3.5,12.7,12.6,0.515,0.024,0.282,8.0,14.0,10.9,14.0,1.6,0.6,14.7,15.8,1.9,2.0,3.8,0.075,-0.3,-0.1,-0.4,1.0
Jawann Oldham,23,C,DEN,4,0.0,21,3.4,10.3,0.33299999999999996,0.0,0.0,,3.4,10.3,0.33299999999999996,0.0,0.0,,5.1,3.4,8.6,0.0,0.0,3.4,3.4,5.1,6.9,3.3,0.33299999999999996,0.0,0.0,14.2,10.0,12.1,0.0,0.0,4.8,25.0,14.1,0.0,0.0,0.0,-0.094,-4.6,-0.4,-5.0,0.0
Louis Orr,22,SF,IND,82,0.0,1787,7.0,14.3,0.491,0.0,0.1,0.0,7.0,14.2,0.495,3.3,4.1,0.807,3.5,3.8,7.3,2.7,1.1,0.5,2.5,3.1,17.3,16.1,0.5379999999999999,0.008,0.285,10.2,11.9,11.0,10.7,1.5,0.8,13.4,20.6,2.8,1.5,4.3,0.11599999999999999,1.2,-1.2,0.0,0.9
Myles Patrick,26,SF,LAL,3,0.0,9,8.0,20.0,0.4,0.0,0.0,,8.0,20.0,0.4,4.0,8.0,0.5,4.0,4.0,8.0,4.0,0.0,0.0,4.0,12.0,20.0,6.9,0.425,0.0,0.4,12.8,11.4,12.0,15.2,0.0,0.0,14.5,30.7,0.0,0.0,0.0,-0.036000000000000004,-4.7,-0.2,-5.0,0.0
Tony Price,24,SG,SDC,5,0.0,29,2.5,8.7,0.28600000000000003,0.0,0.0,,2.5,8.7,0.28600000000000003,0.0,0.0,,0.0,0.0,0.0,3.7,2.5,1.2,2.5,3.7,5.0,2.4,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,12.7,3.3,2.0,22.2,12.7,-0.1,0.0,-0.1,-0.08900000000000001,-4.5,0.2,-4.3,0.0
Wally Rank,22,SF,SDC,25,0.0,153,4.9,13.4,0.368,0.0,0.0,,4.9,13.4,0.368,3.1,6.6,0.46399999999999997,4.0,3.1,7.1,4.0,1.6,0.2,6.1,7.8,12.9,4.0,0.397,0.0,0.491,12.4,10.4,11.4,14.9,2.2,0.4,27.3,25.4,-0.6,0.1,-0.4,-0.14,-6.3,-1.2,-7.5,-0.3
Kelvin Ransey,22,PG,POR,80,0.0,2431,7.8,17.2,0.452,0.0,0.5,0.09699999999999999,7.7,16.7,0.462,2.4,3.2,0.7490000000000001,0.6,2.3,2.9,8.2,1.3,0.1,3.4,3.0,18.0,14.9,0.484,0.027000000000000003,0.188,1.9,6.9,4.4,31.4,1.7,0.2,15.6,24.3,1.3,1.6,2.8,0.055999999999999994,0.1,-2.0,-1.9,0.1
James Ray,23,PF,DEN,18,0.0,148,3.6,11.9,0.306,0.0,0.2,0.0,3.6,11.7,0.313,1.7,2.4,0.7,3.2,5.8,9.0,2.7,1.0,1.0,3.2,7.5,9.0,4.2,0.34600000000000003,0.02,0.204,8.8,17.0,12.8,8.8,1.2,1.4,19.6,16.7,-0.3,0.1,-0.2,-0.07,-5.4,-0.7,-6.1,-0.2
Billy Reid,23,SG,GSW,59,0.0,597,5.1,11.2,0.45399999999999996,0.0,0.3,0.0,5.1,10.9,0.467,1.3,2.4,0.564,1.6,2.0,3.6,4.3,2.0,0.3,4.7,6.7,11.5,6.2,0.47,0.027000000000000003,0.21100000000000002,4.9,6.2,5.6,15.6,2.6,0.5,27.8,18.6,-1.0,0.3,-0.6,-0.05,-5.4,-0.2,-5.6,-0.5
Wayne Robinson,22,PF,DET,81,0.0,1592,5.3,11.5,0.46,0.0,0.1,0.0,5.3,11.4,0.465,4.0,5.4,0.7290000000000001,2.6,4.0,6.6,2.5,1.0,0.5,3.4,4.2,14.5,11.5,0.523,0.012,0.47200000000000003,8.1,13.7,10.7,10.5,1.4,0.9,19.5,19.4,0.2,1.5,1.7,0.052000000000000005,-2.0,-0.7,-2.7,-0.3
Lorenzo Romar,22,PG,GSW,53,0.0,726,4.3,10.5,0.41200000000000003,0.1,0.3,0.33299999999999996,4.2,10.2,0.415,2.1,3.1,0.6829999999999999,0.5,2.3,2.8,6.7,1.3,0.1,2.6,3.2,10.9,10.2,0.45899999999999996,0.027999999999999997,0.299,1.5,7.1,4.3,23.9,1.8,0.2,17.9,15.9,0.2,0.2,0.5,0.03,-1.8,-0.8,-2.7,-0.1
DeWayne Scales,22,PF,NYK,44,0.0,484,7.0,16.7,0.418,0.1,0.4,0.16699999999999998,6.9,16.3,0.425,1.9,2.9,0.667,3.5,6.3,9.8,0.7,0.9,0.3,2.2,4.0,16.0,11.5,0.444,0.027000000000000003,0.17300000000000001,10.7,20.8,15.6,3.0,1.2,0.5,11.0,22.8,-0.3,0.6,0.3,0.027999999999999997,-3.1,-2.5,-5.6,-0.4
Craig Shelton,23,SF,ATL,55,0.0,586,6.1,13.5,0.457,0.0,0.1,0.0,6.1,13.4,0.45899999999999996,2.2,3.6,0.603,3.6,4.9,8.5,1.7,1.1,0.3,3.7,7.9,14.4,8.8,0.48100000000000004,0.005,0.265,11.4,15.7,13.5,7.0,1.5,0.5,20.0,21.6,-0.5,0.5,0.0,-0.002,-5.0,-1.4,-6.5,-0.7
Jerry Sichting,24,PG,IND,47,0.0,450,2.7,7.6,0.358,0.0,0.4,0.0,2.7,7.2,0.37799999999999995,2.0,2.6,0.7809999999999999,0.9,2.6,3.4,5.6,1.8,0.1,2.2,3.0,7.4,8.4,0.426,0.053,0.337,2.6,8.0,5.2,19.2,2.4,0.1,20.4,12.2,-0.1,0.4,0.3,0.032,-3.3,0.5,-2.7,-0.1
Larry Smith,23,PF,GSW,82,0.0,2578,4.2,8.3,0.512,0.0,0.0,,4.2,8.3,0.512,2.5,4.2,0.588,6.0,7.8,13.9,1.3,1.0,0.9,2.0,4.4,11.0,14.8,0.54,0.0,0.507,18.3,24.5,21.4,4.6,1.3,1.4,16.7,13.4,3.7,2.4,6.1,0.113,0.7,-1.2,-0.5,1.0
Rory Sparrow,22,PG,NJN,15,0.0,212,3.7,10.7,0.349,0.0,0.0,,3.7,10.7,0.349,2.0,2.7,0.75,1.2,1.9,3.1,5.4,2.2,0.5,3.1,2.5,9.5,8.2,0.4,0.0,0.254,3.6,6.0,4.8,19.5,2.8,0.8,20.4,16.4,-0.3,0.2,-0.1,-0.023,-3.3,0.3,-3.0,-0.1
John Stroud,23,SF,HOU,9,0.0,88,4.5,13.9,0.324,0.0,0.0,,4.5,13.9,0.324,1.2,1.6,0.75,2.9,2.5,5.3,3.7,0.4,0.0,1.6,2.9,10.2,6.4,0.35,0.0,0.11800000000000001,8.8,7.7,8.2,13.2,0.5,0.0,10.1,18.3,-0.1,0.0,-0.1,-0.036000000000000004,-3.4,-1.2,-4.6,-0.1
Carlos Terry,24,SG,WSB,26,0.0,504,5.7,11.4,0.5,0.0,0.4,0.0,5.7,11.0,0.519,2.0,3.0,0.667,3.1,5.2,8.3,5.0,1.9,0.9,4.1,4.9,13.4,13.7,0.527,0.038,0.263,8.9,15.3,12.1,18.8,2.5,1.4,24.2,18.8,-0.1,0.9,0.8,0.07400000000000001,-1.2,2.5,1.4,0.4
Andrew Toney,23,SG,PHI,75,0.0,1768,8.1,16.4,0.495,0.2,0.6,0.31,7.9,15.8,0.502,3.3,4.6,0.7120000000000001,0.7,2.3,2.9,5.6,1.2,0.2,4.5,4.8,19.7,12.7,0.535,0.036000000000000004,0.28,2.1,6.4,4.4,22.4,1.5,0.3,19.5,25.7,0.0,2.2,2.2,0.061,-2.1,-1.0,-3.0,-0.4
Ronnie Valentine,23,SF,DEN,24,0.0,123,10.8,28.7,0.37799999999999995,0.3,0.6,0.5,10.5,28.1,0.375,2.6,5.6,0.474,2.9,5.9,8.8,2.0,2.0,1.2,4.7,6.7,24.6,10.3,0.395,0.02,0.19399999999999998,8.1,17.0,12.4,8.8,2.5,1.7,13.1,36.9,-0.4,0.1,-0.3,-0.128,-5.6,-1.6,-7.2,-0.2
Kiki Vandeweghe,22,SF,DEN,51,0.0,1376,6.0,14.0,0.426,0.0,0.2,0.0,6.0,13.9,0.43200000000000005,3.4,4.2,0.818,2.3,4.8,7.1,2.5,0.8,0.6,2.3,3.0,15.4,11.9,0.484,0.013000000000000001,0.29600000000000004,6.2,14.0,10.0,8.7,0.9,0.9,12.4,18.7,0.7,0.5,1.2,0.04,-1.0,-1.7,-2.7,-0.3
Brett Vroman,25,C,UTA,11,0.0,93,3.9,10.5,0.37,0.0,0.4,0.0,3.9,10.1,0.385,5.4,7.4,0.737,2.7,7.0,9.7,3.5,1.9,1.9,3.5,10.1,13.2,11.8,0.48100000000000004,0.037000000000000005,0.7040000000000001,8.7,22.0,15.4,13.1,2.6,3.1,20.3,20.5,0.0,0.1,0.1,0.048,-4.5,0.8,-3.6,0.0
Hawkeye Whitney,23,SG,KCK,47,0.0,782,6.9,14.1,0.48700000000000004,0.1,0.3,0.33299999999999996,6.8,13.8,0.49,2.3,3.0,0.769,1.3,3.5,4.9,3.1,2.2,0.3,2.2,4.5,16.1,14.0,0.523,0.02,0.212,4.1,10.9,7.5,12.2,2.8,0.4,12.5,20.3,0.5,1.0,1.5,0.091,-1.8,1.1,-0.7,0.3
Michael Wiley,23,PF,SAS,33,0.0,271,10.1,18.3,0.551,0.0,0.3,0.0,10.1,18.1,0.5589999999999999,4.8,6.4,0.75,2.9,5.6,8.5,1.5,1.1,0.8,3.7,5.0,25.0,19.8,0.591,0.013999999999999999,0.348,9.2,16.2,12.9,6.5,1.4,1.2,15.0,27.4,0.5,0.3,0.8,0.14400000000000002,0.3,-1.0,-0.8,0.1
James Wilkes,22,SF,CHI,48,0.0,540,5.7,12.3,0.462,0.0,0.1,0.0,5.7,12.2,0.46399999999999997,1.9,2.8,0.69,2.4,4.0,6.4,2.0,1.7,0.8,2.3,5.7,13.3,11.2,0.491,0.005,0.228,7.9,12.1,10.1,7.8,2.2,1.3,14.4,17.9,0.2,0.6,0.8,0.07200000000000001,-2.3,0.3,-2.0,0.0
Jeff Wilkins,25,C,UTA,56,0.0,1058,4.0,8.8,0.45,0.0,0.0,,4.0,8.8,0.45,0.9,1.4,0.675,2.1,7.2,9.3,1.4,1.1,1.6,2.0,5.8,8.9,9.2,0.47,0.0,0.154,6.8,22.7,14.9,5.2,1.5,2.5,17.5,13.7,-0.5,1.1,0.5,0.024,-4.1,0.1,-4.0,-0.5
Mike Woodson,22,SG,NYK,81,0.0,949,6.3,14.1,0.442,0.0,0.2,0.2,6.2,14.0,0.446,1.9,2.4,0.7659999999999999,1.3,2.4,3.7,2.8,1.4,0.5,2.0,3.6,14.4,10.9,0.474,0.013000000000000001,0.172,3.8,8.0,5.8,11.1,1.8,0.7,11.9,19.5,0.0,0.8,0.9,0.044000000000000004,-2.1,-0.3,-2.4,-0.1
Sam Worthen,23,PG,CHI,64,0.0,945,3.6,7.3,0.495,0.0,0.2,0.0,3.6,7.2,0.505,1.7,2.3,0.75,0.8,3.5,4.4,4.4,2.2,0.2,3.5,4.4,9.0,8.9,0.5379999999999999,0.021,0.313,2.8,10.8,6.9,15.7,2.9,0.4,29.4,13.3,-0.4,1.0,0.7,0.035,-3.3,1.4,-1.9,0.0
Don Collins,22,SF,TOT,81,0.0,1845,7.0,15.8,0.444,0.0,0.1,0.0,7.0,15.7,0.447,4.1,5.3,0.7759999999999999,2.5,2.7,5.2,3.7,2.0,0.5,3.4,5.1,18.2,14.5,0.5,0.006999999999999999,0.335,7.8,8.5,8.1,15.7,2.7,0.8,15.8,24.6,0.6,2.0,2.6,0.068,-0.9,0.5,-0.5,0.7
Monti Davis,22,PF,TOT,2,0.0,10,3.6,18.0,0.2,0.0,0.0,,3.6,18.0,0.2,3.6,18.0,0.2,7.2,7.2,14.4,0.0,0.0,3.6,0.0,0.0,10.8,4.5,0.20800000000000002,0.0,1.0,21.9,22.0,22.5,0.0,0.0,5.7,0.0,30.0,-0.1,0.0,-0.1,-0.311,-4.7,-0.4,-5.1,0.0
Lee Johnson,23,PF,TOT,12,0.0,90,2.8,10.0,0.28,0.0,0.0,,2.8,10.0,0.28,1.2,2.0,0.6,2.4,6.4,8.8,0.4,0.0,2.0,2.8,7.2,6.8,0.8,0.313,0.0,0.2,7.4,20.2,13.7,1.4,0.0,3.1,20.5,15.4,-0.3,0.1,-0.2,-0.095,-5.8,-0.6,-6.4,-0.2
Chad Kinch,22,SG,TOT,41,0.0,353,5.3,14.4,0.369,0.0,0.0,,5.3,14.4,0.369,1.4,1.8,0.778,0.7,2.7,3.4,4.6,1.1,0.6,3.1,3.4,12.0,7.0,0.396,0.0,0.128,2.1,8.6,5.2,17.5,1.5,1.0,16.8,20.6,-0.7,0.1,-0.5,-0.071,-4.0,-0.8,-4.8,-0.3
Wes Matthews,21,PG,TOT,79,0.0,2266,6.1,12.4,0.494,0.1,0.3,0.23800000000000002,6.0,12.0,0.501,3.2,4.0,0.802,0.7,1.5,2.2,6.5,1.7,0.3,4.1,3.8,15.5,13.1,0.5489999999999999,0.027000000000000003,0.32299999999999995,2.2,4.6,3.4,26.2,2.3,0.4,22.7,20.7,0.7,1.9,2.6,0.055,-0.9,-0.3,-1.2,0.5
Dick Miller,22,SF,TOT,8,0.0,53,2.7,6.1,0.444,0.0,0.7,0.0,2.7,5.4,0.5,0.0,0.0,,1.4,3.4,4.8,3.4,2.7,0.0,5.4,3.4,5.4,3.3,0.444,0.111,0.0,4.2,10.6,7.4,11.7,3.6,0.0,47.1,13.2,-0.2,0.1,-0.1,-0.102,-4.5,0.1,-4.3,-0.1
Carl Nicks,22,PG,TOT,67,0.0,1109,5.6,11.7,0.479,0.0,0.1,0.0,5.6,11.5,0.485,2.3,4.1,0.563,1.2,2.4,3.6,4.8,1.9,0.1,3.8,4.6,13.5,10.2,0.501,0.011000000000000001,0.35100000000000003,3.7,7.2,5.4,18.1,2.5,0.1,21.9,19.3,-0.7,0.5,-0.2,-0.008,-3.3,-0.8,-4.1,-0.6
Mark Aguirre,22,SF,DAL,51,20.0,1468,9.3,20.1,0.465,0.6,1.7,0.35200000000000004,8.7,18.4,0.475,4.1,6.1,0.68,2.2,3.9,6.1,4.0,0.9,0.5,3.3,3.7,23.4,17.3,0.514,0.087,0.301,6.7,12.9,9.7,18.6,1.2,0.9,12.7,29.8,1.0,0.8,1.9,0.061,2.3,-1.6,0.7,1.0
Danny Ainge,22,SG,BOS,53,1.0,564,5.0,14.1,0.35700000000000004,0.3,1.1,0.294,4.7,13.0,0.363,3.6,4.1,0.862,1.6,2.0,3.6,5.6,2.4,0.2,3.4,5.5,14.0,10.1,0.439,0.077,0.294,5.0,5.9,5.5,19.7,3.1,0.3,17.5,21.5,-0.3,0.8,0.5,0.042,-3.7,1.0,-2.7,-0.1
Carl Bailey,23,C,POR,1,0.0,7,5.1,5.1,1.0,0.0,0.0,,5.1,5.1,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,10.3,-6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,0.0,0.0,0.0,-0.268,-5.0,-0.1,-5.1,0.0
Gene Banks,22,SF,SAS,80,4.0,1700,6.6,13.8,0.47700000000000004,0.0,0.2,0.0,6.6,13.6,0.483,3.1,4.5,0.684,3.3,5.4,8.7,3.1,1.2,0.4,2.2,4.2,16.2,14.7,0.515,0.012,0.325,9.9,16.0,13.0,11.5,1.5,0.5,12.5,19.9,1.9,1.6,3.5,0.099,0.0,-0.7,-0.7,0.6
Rolando Blackman,22,SG,DAL,82,16.0,1979,8.0,15.6,0.513,0.0,0.1,0.25,8.0,15.5,0.515,3.9,5.0,0.768,1.8,2.9,4.6,1.9,0.8,0.5,2.1,2.2,19.8,16.2,0.5589999999999999,0.005,0.32299999999999995,5.4,9.4,7.3,8.3,1.1,0.9,10.4,22.7,3.2,0.8,4.1,0.098,1.8,-1.6,0.2,1.1
Ray Blume,23,SG,CHI,49,2.0,546,6.7,14.6,0.45899999999999996,0.3,1.2,0.222,6.5,13.5,0.48,1.2,1.8,0.643,0.9,1.8,2.7,4.5,1.5,0.1,3.6,3.8,14.9,9.7,0.48200000000000004,0.081,0.126,3.0,5.4,4.3,18.9,2.0,0.2,18.7,22.1,-0.5,0.3,-0.1,-0.013000000000000001,-3.3,-1.2,-4.5,-0.3
