Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Mark McNamara,23,C,PHI,36,2.0,182,5.7,12.7,0.45299999999999996,0.0,0.0,,5.7,12.7,0.45299999999999996,4.0,8.9,0.444,6.7,8.3,15.0,1.4,0.6,0.6,7.1,8.3,15.4,7.6,0.465,0.0,0.703,20.6,23.3,22.0,5.1,0.8,0.9,30.1,26.1,-0.5,0.3,-0.2,-0.055999999999999994,-6.7,-1.7,-8.4,-0.4
Guy Morgan,22,SG,IND,8,0.0,46,5.5,18.8,0.292,0.0,0.0,,5.5,18.8,0.292,0.8,3.1,0.25,4.7,8.6,13.3,5.5,1.6,0.0,1.6,5.5,11.7,9.9,0.29100000000000004,0.0,0.16699999999999998,13.4,27.1,19.9,19.4,2.0,0.0,7.2,23.7,-0.1,0.0,-0.1,-0.059000000000000004,-4.1,-0.5,-4.6,0.0
Ed Nealy,22,PF,KCK,82,61.0,1643,3.2,5.4,0.595,0.0,0.0,,3.2,5.4,0.595,1.5,2.5,0.614,3.7,6.9,10.6,1.4,1.5,0.3,1.1,5.4,8.0,11.6,0.612,0.0,0.462,11.2,20.7,16.0,4.4,1.9,0.4,14.6,8.1,2.6,2.1,4.7,0.13699999999999998,-0.2,0.9,0.6,1.1
Chuck Nevitt,23,C,HOU,6,0.0,64,6.2,8.4,0.733,0.0,0.0,,6.2,8.4,0.733,0.6,2.3,0.25,3.4,6.2,9.6,0.0,0.6,6.8,3.9,7.9,12.9,14.8,0.6859999999999999,0.0,0.267,9.4,19.6,14.2,0.0,0.7,10.4,29.5,14.8,0.0,0.1,0.1,0.057,-3.9,1.2,-2.7,0.0
Audie Norris,22,C,POR,30,0.0,311,3.0,7.3,0.413,0.0,0.0,,3.0,7.3,0.413,1.6,3.5,0.467,2.9,5.1,8.0,2.8,1.5,0.2,3.8,7.1,7.6,5.0,0.433,0.0,0.47600000000000003,9.0,15.9,12.4,9.7,2.0,0.4,30.2,14.3,-0.5,0.4,-0.1,-0.022000000000000002,-5.5,0.2,-5.2,-0.3
Eddie Phillips,21,SF,NJN,48,0.0,416,4.8,11.9,0.406,0.0,0.2,0.0,4.8,11.8,0.41200000000000003,3.5,5.1,0.6779999999999999,2.3,4.3,6.7,2.5,1.2,0.7,4.3,5.0,13.2,7.5,0.46399999999999997,0.013999999999999999,0.428,7.4,13.4,10.5,9.2,1.6,1.1,23.4,20.2,-0.6,0.7,0.1,0.011000000000000001,-4.6,-0.1,-4.7,-0.3
Ricky Pierce,23,SG,DET,39,1.0,265,4.5,12.0,0.375,0.1,1.0,0.14300000000000002,4.3,11.0,0.395,2.4,4.3,0.563,2.0,2.7,4.8,1.9,1.1,0.5,2.4,5.7,11.5,5.8,0.41600000000000004,0.08,0.364,5.8,8.0,6.9,6.7,1.4,0.8,15.0,17.5,-0.3,0.2,-0.1,-0.02,-5.0,-1.0,-5.9,-0.3
Charles Pittman,24,PF,PHO,28,0.0,170,4.0,8.5,0.475,0.0,0.2,0.0,4.0,8.3,0.48700000000000004,5.3,7.8,0.6759999999999999,2.8,3.8,6.6,1.5,0.4,1.5,4.7,8.7,13.3,6.8,0.56,0.025,0.925,8.8,11.2,10.1,5.2,0.6,2.3,28.1,18.8,-0.1,0.2,0.1,0.032,-5.6,-0.2,-5.8,-0.2
Paul Pressey,24,SG,MIL,79,18.0,1528,5.0,11.0,0.457,0.0,0.2,0.111,5.0,10.8,0.46399999999999997,2.5,4.1,0.597,2.0,4.7,6.6,4.9,2.3,1.1,3.8,4.1,12.5,12.8,0.489,0.019,0.37799999999999995,6.3,13.6,10.1,18.3,3.1,1.7,23.0,19.1,-0.9,2.8,2.0,0.062,-1.5,2.2,0.8,1.1
Oliver Robinson,22,SG,SAS,35,0.0,147,8.6,23.8,0.361,0.2,2.7,0.091,8.3,21.1,0.395,7.3,11.0,0.667,1.5,2.7,4.2,5.1,1.0,0.5,3.2,4.4,24.7,14.1,0.43200000000000005,0.113,0.46399999999999997,4.6,7.9,6.3,20.5,1.3,0.7,10.0,35.2,0.0,0.1,0.1,0.018000000000000002,-3.1,-1.9,-5.0,-0.1
Walker Russell,22,PG,DET,68,1.0,757,3.2,8.8,0.364,0.1,0.9,0.111,3.1,7.9,0.392,2.2,2.8,0.81,0.9,2.6,3.5,6.2,0.8,0.0,4.4,3.4,8.7,5.3,0.43700000000000006,0.098,0.315,2.6,7.6,5.0,21.0,1.0,0.1,30.5,15.4,-1.2,0.3,-0.8,-0.054000000000000006,-4.6,-2.1,-6.7,-0.9
Mike Sanders,22,SF,SAS,26,0.0,393,7.0,14.4,0.484,0.0,0.2,0.0,7.0,14.2,0.49,2.8,3.9,0.721,2.8,5.8,8.6,1.7,1.6,0.5,2.6,5.2,16.8,14.2,0.52,0.013000000000000001,0.27399999999999997,8.9,16.9,13.0,6.5,2.1,0.8,13.7,20.7,0.4,0.4,0.8,0.09300000000000001,-1.4,-0.4,-1.8,0.0
Ed Sherod,23,PG,NYK,64,37.0,1624,3.8,9.3,0.406,0.0,0.3,0.077,3.8,9.0,0.41700000000000004,1.2,1.8,0.65,1.0,2.3,3.3,6.9,2.1,0.3,2.3,2.5,8.8,11.4,0.433,0.031,0.19,3.1,7.7,5.4,26.6,2.9,0.5,18.6,14.7,-0.2,2.7,2.5,0.073,-1.3,2.1,0.8,1.1
Jose Slaughter,22,SG,IND,63,1.0,515,6.2,16.6,0.374,0.6,2.9,0.22,5.6,13.8,0.406,2.7,4.1,0.644,2.4,2.4,4.8,3.6,2.5,0.5,2.9,6.5,15.7,10.5,0.426,0.172,0.248,6.8,7.5,7.1,13.3,3.2,0.8,13.7,23.3,-0.4,0.3,-0.1,-0.006999999999999999,-3.7,-0.5,-4.2,-0.3
Derek Smith,21,SF,GSW,27,0.0,154,4.9,11.9,0.41200000000000003,0.0,0.5,0.0,4.9,11.5,0.429,4.0,5.8,0.68,2.3,6.5,8.9,0.5,0.0,0.9,2.6,9.4,13.8,6.9,0.47600000000000003,0.039,0.49,6.8,20.4,13.4,1.7,0.0,1.4,15.1,18.6,0.0,0.1,0.0,0.013999999999999999,-5.5,-1.3,-6.9,-0.3
Brook Steppe,23,SG,KCK,62,6.0,606,5.0,10.5,0.47700000000000004,0.1,0.4,0.14300000000000002,4.9,10.0,0.491,4.5,5.9,0.76,1.5,2.9,4.3,4.0,1.5,0.2,3.3,5.5,14.6,11.5,0.557,0.04,0.568,4.5,8.6,6.5,14.0,1.9,0.3,20.0,17.4,0.5,0.5,1.1,0.084,-1.8,0.2,-1.6,0.1
Jeff Taylor,23,SG,HOU,44,5.0,774,3.0,7.4,0.4,0.0,0.0,0.0,3.0,7.4,0.40299999999999997,1.4,2.1,0.652,1.2,2.5,3.6,5.1,1.9,0.7,2.8,3.8,7.3,7.9,0.43799999999999994,0.006,0.28800000000000003,3.3,7.8,5.4,18.6,2.4,1.1,25.0,12.4,-0.6,0.5,-0.2,-0.011000000000000001,-3.9,0.8,-3.1,-0.2
Vince Taylor,22,SG,NYK,31,0.0,321,4.1,11.4,0.363,0.0,0.0,,4.1,11.4,0.363,2.4,3.6,0.6559999999999999,2.1,1.9,4.0,4.6,2.2,0.2,3.4,6.1,10.7,7.6,0.409,0.0,0.314,6.9,6.3,6.6,18.0,3.1,0.4,20.5,19.4,-0.5,0.5,0.1,0.009000000000000001,-4.6,1.4,-3.2,-0.1
Terry Teagle,22,SG,HOU,73,44.0,1708,7.0,16.4,0.428,0.2,0.6,0.345,6.8,15.7,0.431,1.8,2.6,0.696,1.6,2.5,4.1,3.2,1.1,0.4,2.9,3.6,16.0,10.3,0.45799999999999996,0.037000000000000005,0.161,4.4,8.0,6.1,13.5,1.5,0.6,14.2,22.7,-1.4,0.6,-0.8,-0.022000000000000002,-2.6,-1.6,-4.2,-1.0
David Thirdkill,22,SF,PHO,49,2.0,521,5.1,11.7,0.435,0.1,0.5,0.14300000000000002,5.0,11.3,0.44799999999999995,3.1,5.4,0.5770000000000001,1.9,3.0,5.0,2.5,1.3,0.3,3.3,6.4,13.4,7.5,0.475,0.040999999999999995,0.45899999999999996,6.2,8.9,7.6,9.1,1.7,0.4,19.0,19.8,-0.4,0.7,0.3,0.023,-5.0,-0.4,-5.5,-0.5
Corny Thompson,22,PF,DAL,44,2.0,520,3.0,9.5,0.314,0.0,0.0,,3.0,9.5,0.314,2.5,3.2,0.7829999999999999,2.8,5.5,8.3,2.4,0.8,0.5,2.1,6.4,8.4,6.0,0.38799999999999996,0.0,0.336,8.3,16.7,12.4,7.7,1.1,0.7,16.5,14.3,-0.4,0.3,-0.1,-0.01,-4.8,-1.1,-5.9,-0.5
LaSalle Thompson,21,C,KCK,71,3.0,987,5.4,10.5,0.512,0.0,0.0,0.0,5.4,10.4,0.514,3.2,5.0,0.65,4.9,8.8,13.7,1.2,1.5,2.2,3.5,6.8,14.0,14.7,0.551,0.003,0.47700000000000004,14.6,26.5,20.5,4.2,1.8,3.5,21.7,17.3,0.5,1.7,2.3,0.11,-1.9,0.8,-1.1,0.2
Linton Townes,23,SF,POR,55,0.0,516,7.3,16.3,0.449,0.6,1.7,0.36,6.7,14.6,0.45899999999999996,2.0,2.7,0.737,2.1,2.4,4.5,2.2,1.3,0.3,2.3,5.7,17.2,11.9,0.493,0.107,0.162,6.5,7.6,7.1,8.9,1.8,0.5,11.6,22.3,0.2,0.4,0.7,0.064,-1.8,-1.0,-2.8,-0.1
Trent Tucker,23,SG,NYK,78,59.0,1830,5.9,12.7,0.462,0.3,0.6,0.467,5.6,12.1,0.462,0.8,1.3,0.672,1.5,2.8,4.2,3.8,1.1,0.1,1.4,4.6,12.9,11.6,0.485,0.046,0.099,4.8,9.1,6.9,16.1,1.5,0.2,9.4,17.3,1.5,2.4,4.0,0.10400000000000001,-1.3,0.9,-0.4,0.7
Bryan Warrick,23,PG,WSB,43,20.0,727,3.2,8.5,0.38,0.0,0.2,0.0,3.2,8.2,0.392,2.1,2.8,0.737,0.7,2.7,3.4,6.2,1.0,0.4,3.5,5.1,8.5,6.5,0.439,0.028999999999999998,0.33299999999999996,2.3,8.3,5.3,23.3,1.4,0.6,26.6,15.2,-0.9,1.0,0.1,0.008,-5.1,0.8,-4.3,-0.4
Rory White,23,SF,PHO,65,0.0,626,7.3,13.5,0.5429999999999999,0.0,0.1,0.0,7.3,13.4,0.545,4.0,6.3,0.642,2.7,3.3,6.0,1.7,0.9,0.1,2.9,3.1,18.6,14.7,0.575,0.004,0.466,8.7,9.8,9.3,6.9,1.2,0.2,15.3,21.7,0.8,0.7,1.5,0.11800000000000001,0.3,-1.3,-1.1,0.2
Dominique Wilkins*,23,SF,ATL,82,82.0,2697,8.0,16.3,0.493,0.0,0.1,0.182,8.0,16.1,0.495,3.1,4.5,0.682,3.0,3.4,6.4,1.7,1.1,0.8,2.4,2.8,19.1,16.6,0.524,0.009000000000000001,0.276,8.9,9.9,9.4,7.7,1.5,1.3,11.6,23.9,2.9,2.9,5.8,0.10300000000000001,1.2,-0.6,0.5,1.7
Rickey Williams,25,SG,UTA,44,0.0,346,5.8,14.0,0.415,0.0,0.3,0.0,5.8,13.7,0.424,3.6,5.5,0.66,1.6,2.4,4.0,3.8,2.1,0.4,4.0,4.4,15.3,9.6,0.46399999999999997,0.022000000000000002,0.39299999999999996,4.6,6.6,5.6,14.6,2.6,0.6,19.4,22.2,-0.4,0.3,-0.1,-0.017,-4.0,-0.5,-4.5,-0.2
Rob Williams,21,PG,DEN,74,33.0,1443,4.8,11.7,0.408,0.0,0.4,0.133,4.7,11.3,0.41700000000000004,3.3,4.3,0.753,0.9,2.5,3.4,9.0,2.2,0.3,4.6,5.5,12.8,10.7,0.473,0.032,0.37200000000000005,2.6,7.0,4.8,28.8,2.6,0.4,25.4,18.7,-0.8,0.7,-0.1,-0.004,-2.8,-1.3,-4.1,-0.8
James Worthy*,21,SF,LAL,77,1.0,1970,8.2,14.1,0.579,0.0,0.1,0.25,8.2,14.0,0.581,2.5,4.0,0.624,2.9,4.4,7.3,2.4,1.7,1.2,3.3,4.0,18.9,17.4,0.594,0.005,0.28600000000000003,9.2,13.0,11.2,8.6,2.1,1.7,17.0,21.0,3.0,2.1,5.1,0.125,1.0,-0.1,0.8,1.4
Jim Zoet,29,C,DET,7,0.0,30,1.2,6.0,0.2,0.0,0.0,,1.2,6.0,0.2,0.0,0.0,,3.6,6.0,9.6,1.2,1.2,3.6,4.8,10.8,2.4,-0.8,0.2,0.0,0.0,10.2,17.7,13.9,3.8,1.5,5.3,44.4,11.6,-0.1,0.0,-0.1,-0.12300000000000001,-5.6,0.2,-5.4,-0.1
J.J. Anderson,22,SF,TOT,65,2.0,1202,5.7,11.4,0.501,0.0,0.1,0.0,5.7,11.2,0.507,3.0,5.2,0.5710000000000001,3.6,5.2,8.8,2.0,1.9,0.6,2.4,4.6,14.4,13.7,0.526,0.011000000000000001,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,0.9,1.4,2.3,0.094,-1.0,0.0,-0.9,0.3
Sleepy Floyd,22,PG,TOT,76,17.0,1248,6.5,15.2,0.429,0.3,0.7,0.4,6.2,14.5,0.43,4.3,5.2,0.833,1.6,2.3,4.0,4.0,1.7,0.5,3.1,3.9,17.7,13.8,0.505,0.047,0.342,4.8,7.3,6.0,15.3,2.1,0.8,14.9,22.4,1.0,1.1,2.2,0.083,-0.6,-0.3,-0.9,0.3
Scott Hastings,22,C-PF,TOT,31,0.0,140,3.3,9.8,0.342,0.0,0.8,0.0,3.3,9.0,0.371,2.8,5.1,0.55,3.9,6.7,10.5,0.8,1.5,0.3,2.3,8.7,9.5,6.4,0.395,0.079,0.526,12.1,21.6,16.8,2.9,2.1,0.4,16.1,16.8,-0.2,0.3,0.1,0.031,-5.3,0.0,-5.3,-0.2
Jim Johnstone,22,PF-C,TOT,23,0.0,191,2.1,5.7,0.36700000000000005,0.0,0.0,,2.1,5.7,0.36700000000000005,1.7,3.8,0.45,2.8,5.8,8.7,2.1,0.6,1.3,2.8,6.2,5.8,4.5,0.39899999999999997,0.0,0.667,8.2,17.2,12.7,6.8,0.7,1.9,27.9,11.0,-0.2,0.2,-0.1,-0.02,-4.4,0.0,-4.4,-0.2
Russ Schoene,22,PF,TOT,77,7.0,1222,6.1,12.8,0.47600000000000003,0.0,0.1,0.25,6.1,12.7,0.478,1.8,2.4,0.735,2.8,4.7,7.5,1.7,0.7,0.7,2.4,5.7,14.0,10.9,0.505,0.009000000000000001,0.191,8.4,13.7,11.1,6.4,1.0,1.0,14.7,17.8,0.6,1.1,1.7,0.066,-2.5,-0.9,-3.5,-0.4
Darren Tillis,22,C,TOT,52,4.0,526,5.2,12.4,0.42,0.0,0.1,0.0,5.2,12.3,0.42200000000000004,1.1,1.9,0.5710000000000001,2.8,6.1,8.9,1.2,0.5,2.1,1.5,5.2,11.5,10.8,0.435,0.006,0.155,8.6,19.6,14.0,5.0,0.7,3.3,10.2,17.0,-0.1,0.6,0.5,0.043,-2.9,0.2,-2.7,-0.2
Ken Austin,22,SF,DET,7,0.0,28,7.7,16.7,0.462,0.0,0.0,,7.7,16.7,0.462,0.0,0.0,,2.6,1.3,3.9,1.3,1.3,1.3,3.9,9.0,15.4,5.6,0.462,0.0,0.0,7.3,4.0,5.7,4.8,1.7,2.0,18.8,22.0,0.0,0.0,0.0,-0.046,-4.7,-0.2,-4.9,0.0
Thurl Bailey,22,PF,UTA,81,54.0,2009,5.4,10.6,0.512,0.0,0.0,,5.4,10.6,0.512,1.6,2.1,0.752,2.1,6.3,8.3,2.3,0.7,2.2,1.9,3.5,12.4,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8
Randy Breuer,23,C,MIL,57,8.0,472,5.2,13.5,0.384,0.0,0.0,,5.2,13.5,0.384,2.4,3.5,0.696,3.7,4.7,8.3,1.3,0.8,2.9,2.7,7.5,12.8,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.028999999999999998,-6.1,0.5,-5.6,-0.4
Wallace Bryant,24,C,CHI,29,0.0,317,5.9,15.1,0.391,0.0,0.0,,5.9,15.1,0.391,1.6,3.7,0.424,4.2,4.9,9.1,1.5,1.0,1.2,1.8,5.5,13.4,9.6,0.4,0.0,0.248,13.2,15.8,14.5,6.2,1.4,2.0,9.8,21.4,-0.4,0.4,0.0,-0.001,-4.1,-1.2,-5.4,-0.3
Howard Carter,22,SG,DEN,55,5.0,688,7.6,16.5,0.45899999999999996,0.3,1.0,0.263,7.3,15.5,0.47100000000000003,2.5,3.2,0.77,2.0,2.5,4.5,3.7,1.0,0.2,2.2,4.2,17.9,12.0,0.499,0.06,0.193,5.7,7.5,6.6,13.2,1.2,0.3,10.9,21.1,0.3,0.1,0.4,0.027999999999999997,-1.6,-2.3,-3.9,-0.3
Carlos Clark,23,SG,BOS,31,0.0,127,5.4,14.7,0.365,0.0,0.6,0.0,5.4,14.2,0.38,4.5,5.1,0.889,2.0,2.8,4.8,4.8,2.3,0.3,3.4,3.7,15.3,12.1,0.451,0.038,0.34600000000000003,6.5,8.6,7.6,17.7,3.0,0.4,16.7,23.3,-0.1,0.2,0.1,0.048,-3.2,0.3,-2.9,0.0
Leroy Combs,23,SF,IND,48,0.0,446,6.5,13.2,0.49700000000000005,0.0,0.2,0.0,6.5,12.9,0.506,4.5,7.3,0.615,1.5,3.0,4.5,3.1,1.9,1.5,3.7,4.0,17.6,13.5,0.537,0.018000000000000002,0.5579999999999999,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,-0.2,0.6,0.4,0.040999999999999995,-1.3,0.5,-0.8,0.1
Russell Cross,22,C,GSW,45,0.0,354,6.5,11.4,0.5710000000000001,0.0,0.0,,6.5,11.4,0.5710000000000001,3.9,9.3,0.418,3.6,4.8,8.3,2.2,1.2,0.7,1.9,5.9,16.9,15.3,0.546,0.0,0.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,0.5,0.3,0.8,0.106,-0.6,-0.2,-0.8,0.1
Darren Daye,23,SF,WSB,75,0.0,1174,5.5,12.5,0.441,0.0,0.2,0.0,5.5,12.3,0.44799999999999995,2.9,4.1,0.7140000000000001,2.8,3.0,5.8,5.4,1.2,0.4,2.9,4.7,14.0,12.3,0.488,0.015,0.326,9.0,9.7,9.3,21.8,1.6,0.6,17.1,20.5,0.2,1.1,1.3,0.053,-1.1,0.0,-1.2,0.2
Clyde Drexler*,21,SG,POR,82,3.0,1408,6.4,14.3,0.451,0.0,0.1,0.25,6.4,14.2,0.452,3.1,4.3,0.728,2.9,3.1,6.0,3.9,2.7,0.7,3.1,5.3,16.1,14.5,0.496,0.006999999999999999,0.302,9.2,10.6,9.9,14.7,3.6,1.2,16.3,21.6,0.5,1.9,2.4,0.083,-0.9,1.3,0.4,0.8
Craig Ehlo,22,SG,HOU,7,0.0,63,6.3,15.4,0.40700000000000003,0.0,0.0,,6.3,15.4,0.40700000000000003,0.6,0.6,1.0,2.3,2.9,5.1,3.4,1.7,0.0,1.7,7.4,13.1,8.2,0.419,0.0,0.037000000000000005,6.9,8.5,7.7,12.4,2.2,0.0,9.9,19.0,0.0,0.1,0.0,0.018000000000000002,-4.2,0.0,-4.2,-0.1
Dale Ellis,23,SF,DAL,67,2.0,1059,7.6,16.8,0.456,0.4,1.0,0.414,7.2,15.8,0.45899999999999996,3.0,4.1,0.7190000000000001,3.6,4.9,8.5,1.9,1.4,0.3,2.7,4.0,18.7,15.1,0.503,0.059000000000000004,0.245,11.6,15.8,13.7,7.6,1.9,0.5,12.5,24.6,0.5,1.0,1.5,0.066,-0.8,-1.6,-2.4,-0.1
Rod Foster,23,PG,PHO,80,34.0,1424,6.6,14.7,0.44799999999999995,0.6,2.1,0.262,6.0,12.5,0.48,3.1,3.9,0.787,1.0,2.0,3.0,4.3,1.4,0.2,2.7,4.9,16.8,11.9,0.512,0.145,0.267,3.2,6.7,4.9,16.2,1.8,0.4,14.3,21.8,0.6,1.0,1.6,0.054000000000000006,-2.1,-0.9,-2.9,-0.3
John Garris,24,PF,CLE,33,1.0,267,7.0,13.8,0.51,0.0,0.0,,7.0,13.8,0.51,3.6,4.6,0.794,4.7,5.7,10.4,1.3,1.1,0.8,1.5,5.4,17.7,18.5,0.56,0.0,0.33299999999999996,14.4,18.5,16.4,5.7,1.5,1.3,8.6,20.0,0.6,0.3,0.9,0.166,0.5,-0.6,-0.1,0.2
Mike Gibson,23,PF,WSB,32,0.0,229,3.3,8.6,0.382,0.0,0.0,,3.3,8.6,0.382,1.7,2.7,0.647,4.6,5.8,10.4,1.4,0.8,1.1,2.2,4.7,8.3,8.6,0.424,0.0,0.309,14.8,18.8,16.8,5.3,1.1,1.8,18.3,14.3,-0.1,0.3,0.1,0.031,-3.7,-0.5,-4.2,-0.1
Stewart Granger,22,PG,CLE,56,13.0,738,4.7,11.0,0.429,0.2,0.6,0.308,4.5,10.4,0.43700000000000006,2.6,3.4,0.757,0.4,2.3,2.7,6.5,1.2,0.0,2.8,4.7,12.2,10.1,0.489,0.057999999999999996,0.31,1.2,7.5,4.2,25.4,1.6,0.0,18.2,17.7,0.0,0.5,0.5,0.032,-3.1,-0.9,-4.0,-0.4
Sidney Green,23,PF,CHI,49,0.0,667,5.4,12.3,0.439,0.0,0.0,,5.4,12.3,0.439,3.0,4.2,0.7140000000000001,3.1,6.3,9.4,1.3,1.0,0.9,3.2,6.9,13.8,9.2,0.48700000000000004,0.0,0.33799999999999997,9.8,20.3,15.0,5.5,1.3,1.5,18.6,20.0,-0.6,0.8,0.3,0.02,-5.2,-0.5,-5.7,-0.6
Bob Hansen,23,SG,UTA,55,0.0,419,5.6,12.5,0.44799999999999995,0.0,0.7,0.0,5.6,11.8,0.474,1.5,2.4,0.643,1.1,3.0,4.1,3.8,1.3,0.3,3.0,5.3,12.7,7.6,0.47,0.055,0.193,3.5,8.3,6.0,13.9,1.6,0.5,18.2,18.3,-0.4,0.3,-0.1,-0.008,-4.9,-0.7,-5.6,-0.4
Derek Harper,22,PG,DAL,82,1.0,1712,4.2,9.5,0.44299999999999995,0.1,0.5,0.115,4.1,8.9,0.46399999999999997,1.4,2.1,0.6729999999999999,1.1,2.5,3.6,5.0,2.0,0.4,2.3,3.0,9.9,10.5,0.475,0.057999999999999996,0.217,3.6,8.1,5.8,17.7,2.7,0.7,18.3,14.7,-0.3,1.5,1.3,0.035,-2.3,1.0,-1.3,0.3
Roy Hinson,22,SF,CLE,80,61.0,1858,3.6,7.2,0.496,0.0,0.0,,3.6,7.2,0.496,1.3,2.3,0.59,3.4,6.3,9.7,1.3,0.6,2.8,2.1,5.9,8.5,10.4,0.517,0.0,0.315,10.3,20.5,15.3,5.0,0.8,4.6,20.5,11.9,0.1,2.4,2.5,0.064,-3.5,1.3,-2.2,-0.1
Charles Jones,26,PF,PHI,1,0.0,3,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,12.0,48.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,-19.5,0.18100000000000002,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,-0.552,-5.0,-0.2,-5.2,0.0
Mark Jones,22,PG,NJN,6,0.0,16,6.8,13.5,0.5,0.0,2.3,0.0,6.8,11.3,0.6,2.3,4.5,0.5,4.5,0.0,4.5,11.3,0.0,0.0,4.5,4.5,15.8,14.7,0.509,0.16699999999999998,0.33299999999999996,14.0,0.0,7.1,43.1,0.0,0.0,22.5,22.1,0.0,0.0,0.0,0.07,-3.8,-0.3,-4.0,0.0
Greg Kite,22,C,BOS,35,1.0,197,5.5,12.1,0.455,0.0,0.0,,5.5,12.1,0.455,0.9,2.9,0.313,4.9,6.4,11.3,1.3,0.2,0.9,3.7,7.7,11.9,6.8,0.445,0.0,0.242,16.2,19.5,17.9,4.7,0.2,1.4,21.5,19.4,-0.3,0.3,0.0,-0.008,-5.6,-1.4,-6.9,-0.3
Darrell Lockhart,23,C,SAS,2,0.0,14,5.1,5.1,1.0,0.0,0.0,,5.1,5.1,1.0,0.0,0.0,,0.0,7.7,7.7,0.0,0.0,0.0,5.1,12.9,10.3,1.6,1.0,0.0,0.0,0.0,22.4,11.4,0.0,0.0,0.0,50.0,11.1,0.0,0.0,0.0,-0.048,-4.8,0.0,-4.9,0.0
Sidney Lowe,24,PG,IND,78,2.0,1238,3.1,7.5,0.413,0.1,0.5,0.111,3.1,7.0,0.436,3.1,4.0,0.777,0.9,2.7,3.5,7.8,2.7,0.1,3.1,3.3,9.4,12.2,0.506,0.069,0.537,2.7,8.2,5.4,27.7,3.5,0.2,24.9,14.2,0.1,1.6,1.7,0.066,-2.0,1.4,-0.6,0.4
Jeff Malone,22,SG,WSB,81,2.0,1976,7.4,16.7,0.444,0.4,1.3,0.324,7.0,15.4,0.455,2.6,3.1,0.826,1.0,1.8,2.8,2.8,0.4,0.2,2.0,3.0,17.9,11.3,0.494,0.081,0.187,3.4,5.8,4.6,12.1,0.6,0.4,10.0,23.8,0.2,1.1,1.3,0.032,-1.5,-2.0,-3.5,-0.8
Pace Mannion,23,SF,GSW,57,0.0,469,3.8,9.7,0.397,0.2,1.0,0.231,3.6,8.7,0.41600000000000004,1.4,1.8,0.7829999999999999,1.8,2.8,4.5,3.6,1.9,0.2,1.8,4.8,9.3,8.5,0.444,0.10300000000000001,0.183,5.0,9.0,6.8,12.8,2.5,0.2,14.5,13.2,0.0,0.4,0.4,0.04,-3.4,0.9,-2.6,-0.1
Rodney McCray,22,SF,HOU,79,36.0,2081,5.8,11.6,0.499,0.0,0.1,0.25,5.8,11.6,0.5,3.1,4.3,0.731,3.0,4.8,7.8,3.0,0.9,0.9,2.1,3.5,14.8,14.4,0.546,0.006,0.371,9.0,14.3,11.6,10.8,1.2,1.4,13.3,17.1,2.7,1.9,4.6,0.106,0.4,0.0,0.4,1.3
Scooter McCray,23,PF,SEA,47,6.0,520,3.3,8.4,0.38799999999999996,0.0,0.0,,3.3,8.4,0.38799999999999996,2.4,3.5,0.7,3.1,4.8,8.0,3.0,0.8,1.3,2.4,5.1,8.9,8.7,0.451,0.0,0.413,9.9,15.2,12.6,10.8,1.0,2.0,19.2,14.1,-0.2,0.5,0.3,0.032,-3.5,0.4,-3.1,-0.1
Larry Micheaux,23,PF,KCK,39,0.0,332,5.3,9.8,0.544,0.0,0.0,,5.3,9.8,0.544,2.3,4.2,0.5379999999999999,4.3,7.9,12.3,2.1,2.3,1.2,2.3,5.0,12.9,16.1,0.555,0.0,0.433,13.5,25.6,19.4,7.7,3.0,1.9,16.4,15.5,0.3,0.6,0.9,0.13,-0.6,1.3,0.7,0.3
Bob Miller,27,PF,SAS,2,0.0,8,9.0,13.5,0.667,0.0,0.0,,9.0,13.5,0.667,0.0,0.0,,9.0,13.5,22.5,4.5,0.0,4.5,0.0,22.5,18.0,25.0,0.667,0.0,0.0,27.1,39.2,33.3,17.2,0.0,6.5,0.0,14.5,0.0,0.0,0.1,0.36,-4.3,0.3,-4.0,0.0
